Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
The Nightingale of Bursa,2023,Hakan Algül,"['Music', 'Comedy']",3,3.0,121,['Turkey'],Turkish,['Turkish'],4507,343,268,"['Ata Demirer', 'Cem Gelinoğlu', 'Özge Özaçar', 'Melek Baykal', 'Tarık Papuççuoğlu', 'Celil Nalçakan', 'Toygan Avanoğlu', 'Berkay Tulumbacı', 'Seda Türkmen', 'Aycan Koptur', 'İnci Şen', 'Hakan Akın', 'Seçil Mutlu', 'Erkan Taşdöğen', 'Murat Kılıç', 'Neslihan Arslan', 'Ramiz Mullamusa', 'Cem Zeynel Kılıç', 'Bedir Bedir', 'Erkan Üçüncü', 'Uğur Arda Başkan', 'Muharrem Türkseven', 'Cem Cücenoğlu', 'Kerem Alp Kabul', 'Emre Şen', 'Irmak Ecem Aydemir', 'Mert Asker']",['BKM'],https://letterboxd.com//film/the-nightingale-of-bursa/
Babylon,2022,Damien Chazelle,"['Comedy', 'Drama']",4,3.82,189,['USA'],English,"['English', 'Cantonese', 'Spanish']",568932,150878,203789,"['Brad Pitt', 'Margot Robbie', 'Diego Calva', 'Jean Smart', 'Flea', 'Jovan Adepo', 'J.C. Currais', 'Jimmy Ortega', 'Hansford Prince', 'Telvin Griffin', 'Olivia Wilde', 'Circus-Szalewski', 'Lukas Haas', 'Li Jun Li', 'Kaia Gerber', 'Patrick Fugit', 'Eric Roberts', 'Cici Lau', 'Tyler Seiple', 'Zack Newick', 'Rory Scovel', 'Olivia Hamilton', 'P.J. Byrne', 'Alexandre Chen', 'Bob Clendenin', 'Miraj Grbić', 'Johnny Hoops', 'James Wellington', 'Carlos Nunez', 'Laura Steinel', 'Danny Jolles', 'James Vincent', 'Richard Clarke Larsen', 'Max Minghella', 'Samara Weaving', 'Jeff Garlin', 'Anthony Burkhalter', 'Terry Walters', 'Trisha Simmons', 'Ariel Flores', 'Karolina Szymczak', ""Sean O'Bryan"", 'David Ury', 'Katia Gomez', 'Vanessa Bednar', 'Carson Higgins', 'Armando Cosio', 'Frederick Koehler', 'Spencer Morgan', 'Ric Sarabia', 'Jim Allen Jackson', 'Katherine Waterston', 'Yissendy Trinidad', 'Cyrus Hobbi', 'Anton Hedayat', 'Hayley Huntley', 'John Mariano', 'Christopher Allen', 'Arely Vianet', 'Jeremy Roberts', 'Alex Reznik', 'Chloe Fineman', 'Pat Skipper', 'John Kerry', 'Sarah Ramos', 'Jennifer Grant', 'Julian Lefevre', 'Taylor Nichols', 'Bryan Scott Johnson', 'Kelly Meyer', 'Brenna Power', 'David Abed', 'Kevin Symons', 'Jonathan Thomson', ""Jim O'Brien"", 'Chris Doubek', 'Dorian Martin', 'Todd Giebenhain', 'Mather Zickel', 'Ireland Sexton', 'Andrew Hawtrey', 'Mike Fletcher', 'Jonathan Ohye', 'James Crittenden', 'Pete Ploszek', 'Robert Beitzel', 'Ethan Suplee', 'Walker Hare', 'Douglas Fruchey', 'Taylor Hill', 'Marc Platt', 'Stephen Thomas', 'Sophia Magaña', 'Karen Bethzabe', 'Oscar Balderrama', 'Aurielle Simmons', 'Eamon Hunt', 'Kenajuan Bentley', 'John Macey', 'Marcos A. Ferraez', 'Phoebe Tonkin', 'Troy Metcalf', 'Albert Hammond Jr.', 'Cutty Cuthbert', 'Bregje Heinen', 'Dana Marcolina', 'Tal Seder', 'Robert Morgan', 'Nana Ghana', 'Joe Dallesandro', 'E.E. Bell', 'Sol Landerman', 'Karina Fontes', 'Spike Jonze', 'Freya Parker', 'Tobey Maguire', 'Shane Powers', 'David Lau', 'Noah Reilly', 'Jeremy Lappitt', 'Robert Verdi', 'Kenneth Foerch', 'Sean Franz', 'Jonathan Stehney', 'Andrew Leonard', 'Richard Dobeck', 'Alex Budman', 'Jacob Scesney', 'Frank Fontaine', 'Anibal Seminario', 'Scott Mayo', 'Dan Kaneyuki', 'Alex Sadnik', 'John Mitchell', 'Gerald Dixon', 'Rickey D. Woodard', 'Jonathan James Thompson', 'Francis C. Edemobi', 'Larry O. Williams', 'Aaron Shaw', 'Micah Wright', 'Rayner Fernandez', 'Glen Turner', 'Roy Wiegand', 'Bryce Schmidt', 'Sean Billings', 'Aaron O. Smith', 'Justin Gilmore', 'Johnny Britt', 'Keith Beyer', 'Luis Gonzalez', 'Francisco Torres', 'Gary Hickman', 'Steve Suminski', 'Wendell Kelly', 'Byron Sleugh', 'Ryan Porter', 'Jeffery Miller', 'Mykail McDade', 'William Roper', 'Philip Keen', 'Erm Navarro', 'Alvin Starks', 'Robert Murray', 'John Polite', 'Errol Rhoden III', 'Kyle Richter', 'Sidney Hopson', 'Ronald Bruner', 'Dramane Kone', 'Lyndon Rochelle', 'Joey de Leon', 'Dayramir Gonzàlez', 'Greg Sadler', 'Michael Naishtut', 'Joseph Small', 'Avery Baylin', 'Jalen Harvey', 'Lara Wickes', 'Andrew Lederman', 'Karen Han', 'Justin Smith', 'Mateo Pollock', 'Hamed Santigui Camara', 'Brandon Owens', 'John Fluker', 'Jordan Seigel', 'Ralph Nader', 'Kevin Toney', 'Eric Reed', 'John Proulx', 'Michael Bustamante', 'Darrell Alston', 'Evan Greer', 'Gregory Poree', 'Joshua Alfaro', 'Brent Tyler', 'Ian Wurfl', 'Keelan Tobia', 'Justin Hargrove', 'Greg Webster', 'Luis Vadel', 'Benjamin Jacobson', 'Dean Anderson', 'Joel Pargman', 'Steve Huber', 'Eric Boulanger', 'Fernando Arroyo Lascurain', ""Lora'nd Lokustza"", 'Michael Freed', 'Robert Miskey', 'Robin Olson', 'Aaron Oltman', 'Peter Hatch', 'Phillip Triggs', 'Rodney Wirtz', 'Zach Dellinger', 'Benjamin Hoffman', 'Benjamin Penzner', 'Alex Mansour', 'Evgeny Tonkha', 'Michael Kaufman', 'Steve Velez', 'Raymond Newell', 'Del Atkins', 'Edwin Livingston', 'Miguel Norwood', 'Frank Abraham', 'Richard Simon', 'Marlon Martinez', 'Lewis Tan', 'Manny Liotta', 'Anna Chazelle', 'Mike C. Manning', 'Anna Dahl', 'Jennifer Mariela Bermeo']","['Paramount', 'Marc Platt Productions', 'Material Pictures', 'C2 Motion Picture Group', 'Wild Chickens', 'Organism Pictures']",https://letterboxd.com//film/babylon-2022/
Recep İvedik 7,2022,Togan Gökbakar,['Comedy'],2.5,2.51,134,['Turkey'],Turkish,['Turkish'],5242,265,236,"['Şahan Gökbakar', 'Nurullah Çelebi', 'Öznur Serçeler', 'İrfan Kangı', 'Murat Ergür', 'Eray Türk', 'Murat Dalkılıç', 'Zeki Eker', 'İlhami Adsal']","['Çamaşırhane', 'Aksoy Film Production']",https://letterboxd.com//film/recep-ivedik-7/
Puss in Boots: The Last Wish,2022,Joel Crawford,"['Animation', 'Family', 'Fantasy', 'Action', 'Comedy', 'Adventure']",4,4.16,103,['USA'],English,"['English', 'Spanish']",975309,150577,416558,"['Antonio Banderas', 'Salma Hayek Pinault', 'Harvey Guillén', 'Wagner Moura', 'Florence Pugh', 'Olivia Colman', 'Ray Winstone', 'Samson Kayo', 'John Mulaney', ""Da'Vine Joy Randolph"", 'Anthony Mendez', 'Kevin McCann', 'Bernardo de Paula', 'Betsy Sodaro', 'Artemis Pebdani', 'Conrad Vernon', 'Cody Cameron', 'Kailey Crawford', 'Al Rodrigo', 'Bob Persichetti', 'Miguel Matrai', 'Pilar Uribe', 'Heidi Gardner', 'Joel Crawford', 'Januel Mercado', 'James Ryan', 'Natalia Cronembold', 'Paul Fisher', 'Aydrea Walden']","['DreamWorks Animation', 'Universal Pictures']",https://letterboxd.com//film/puss-in-boots-the-last-wish/
Avatar: The Way of Water,2022,James Cameron,"['Action', 'Adventure', 'Science Fiction']",3.5,3.63,192,['USA'],English,['English'],1259123,172639,377493,"['Sam Worthington', 'Zoe Saldaña', 'Sigourney Weaver', 'Stephen Lang', 'Kate Winslet', 'Cliff Curtis', 'Joel David Moore', 'CCH Pounder', 'Edie Falco', 'Jemaine Clement', 'Giovanni Ribisi', 'Britain Dalton', 'Jamie Flatters', 'Trinity Bliss', 'Jack Champion', 'Brendan Cowell', 'Bailey Bass', 'Filip Geljo', 'Duane Evans Jr.', 'Dileep Rao', 'Matt Gerald', 'Robert Okumu', 'Jennifer Stafford', 'Keston John', 'Kevin Dorman', 'Alicia Vela-Bailey', 'Sean Anthony Moran', 'Andrew Arrabito', 'Johnny Alexander', 'Kim Do', 'Victor T. Lopez', 'Maria Walker', 'Phil Brown', 'Jocelyn Christian', 'Joel Tobeck', 'Moana Ete', 'Phil Peleton', 'Jamie Landau', 'Jim Moore', 'Benjamin Hoetjes', 'Nikita Tu Bryant', 'Anthony Ahern', 'Shane Rangi', 'Rick Lucas', 'Tanya Drewery', 'Ava Diakhaby', 'Isaac Te Reina', 'Eric Farmer', 'Philip Mtambo', 'Daniel Lough', 'Cruz Moir', 'Alex Lucas', 'Scarlett Fernandez', 'Chloe Coleman', 'Jeremy Irwin', 'Jake McLean', 'CJ Jones', 'Adrien Antoine', 'Ingrid Donnadieu', 'Ninon Moreau', 'Sylvie Genty', 'Xavier Fagnon', 'Matt Mouredon', 'Julien Alluguette', 'Oscar Douieb', 'Anneliese Fromont', 'Mathieu Buscatto', 'Jaynelia Coadou', 'Marianne Leroux', 'Thiéry Dubé', 'Laurent Maurel', 'Carmen Levrau', 'Pierre Boulanger', 'Patrick Mancini', 'Michèle Bardollet', 'Luc Boulad', 'Boris Rehlinger', 'Alexandre Nguyen', 'Damien Witecka']","['20th Century Studios', 'Lightstorm Entertainment']",https://letterboxd.com//film/avatar-the-way-of-water/
"The Boy, the Mole, the Fox and the Horse",2022,"Peter Baynton, Charlie Mackesy","['Adventure', 'Fantasy', 'Animation', 'Family']",3.5,3.53,34,"['UK', 'USA']",English,['English'],57216,12657,18654,"['Jude Coward Nicoll', 'Tom Hollander', 'Idris Elba', 'Gabriel Byrne']","['NoneMore Productions', 'Bad Robot', 'BBC']",https://letterboxd.com//film/the-boy-the-mole-the-fox-and-the-horse/
Black Panther: Wakanda Forever,2022,Ryan Coogler,"['Adventure', 'Science Fiction', 'Action']",2.5,3.39,162,['USA'],English,"['English', 'French', 'Haitian, Haitian Creole', 'Spanish', 'Xhosa']",855645,186419,228369,"['Letitia Wright', ""Lupita Nyong'o"", 'Danai Gurira', 'Winston Duke', 'Dominique Thorne', 'Tenoch Huerta Mejía', 'Angela Bassett', 'Florence Kasumba', 'Michaela Coel', 'Mabel Cadena', 'Lake Bell', 'Alex Livinalli', 'Robert John Burke', 'Danny Sapani', 'Isaach De Bankolé', 'Connie Chiume', 'Martin Freeman', 'Julia Louis-Dreyfus', 'Richard Schiff', 'Michael B. Jordan', 'Dorothy Steel', 'Zainab Jah', 'Sope Aluko', 'Trevor Noah', 'Shawn Roberts', 'Zola Williams', 'Janeshia Adams-Ginyard', 'Jemini Powell', 'Marija Abney', 'Keisha Tucker', 'Ivy Haralson', 'Maya Macatumpag', 'Baaba Maal', 'Jabari Exum', 'Massamba Diop', 'Magatte Saw', 'Gerardo Aldana', 'Gigi Bermingham', 'Rudolph Massanga', 'Judd Wild', 'Amber Harrington', 'Michael Blake Kruse', 'Justin James Boykin', 'Anderson Cooper', 'Mackenro Alexander', 'Kamaru Usman', 'T. Love', 'Floyd Anthony Johns Jr.', 'Jermaine Brantley', 'Granger Summerset II', 'Luke Lenza', 'Alan Wells', 'Bill Barrett', 'Lieiry J. Perez Escalera', 'Sevyn Hill', 'Gavin Macon', 'Skylar Ebron', 'Taylor Holmes', 'Angela Cipra', 'Faya Madrid', 'María Telón', 'María Mercedes Coroy', 'Josué Maychi', 'Sal Lopez', 'Irma Estella La Guerre', 'Manuel Chavez', 'Leonardo Castro', 'Juan Carlos Cantu', 'Shawntae Hughes', 'Corey Hibbert', 'Zaiden James', 'Aba Arthur', 'Délé Ogundiran', 'Kevin Changaris', 'Valerio Dorvillen', 'Don Castor', 'Jonathan González Collins', 'Divine Love Konadu-Sun', 'Chadwick Boseman']",['Marvel Studios'],https://letterboxd.com//film/black-panther-wakanda-forever/
Guillermo del Toro's Pinocchio,2022,"Guillermo del Toro, Mark Gustafson","['Family', 'Animation', 'Drama', 'Fantasy']",3.5,3.98,117,['USA'],English,['English'],523190,114833,194233,"['Gregory Mann', 'Ewan McGregor', 'David Bradley', 'Christoph Waltz', 'Tilda Swinton', 'Ron Perlman', 'Finn Wolfhard', 'Cate Blanchett', 'Tim Blake Nelson', 'John Turturro', 'Burn Gorman', 'Tom Kenny', 'Alfie Tempest', 'Anthea Greco', 'Francesca Fanti', 'Sandro Carotti', 'Rio Mangini', 'Benjamin Valic', 'Sky Alexis', 'Ariana Molkara', 'Roy Halo', 'Luciano Palmeri', 'Peter Arpesella']","['The Jim Henson Company', 'ShadowMachine', 'Double Dare You Productions']",https://letterboxd.com//film/guillermo-del-toros-pinocchio/
Dahmer – Monster: The Jeffrey Dahmer Story,2022,"Carl Franklin, Clement Virgo","['Drama', 'Crime']",2.5,3.62,534,['USA'],English,['English'],196464,11912,39592,"['Evan Peters', 'Richard Jenkins', 'Molly Ringwald', 'Michael Learned', 'Niecy Nash']",['Ryan Murphy Productions'],https://letterboxd.com//film/dahmer-monster-the-jeffrey-dahmer-story/
All Quiet on the Western Front,2022,Edward Berger,"['Drama', 'War']",3.5,3.96,147,"['Germany', 'USA']",German,"['German', 'French', 'English']",568958,110036,166718,"['Felix Kammerer', 'Albrecht Schuch', 'Aaron Hilmer', 'Moritz Klaus', 'Adrian Grünewald', 'Edin Hasanović', 'Daniel Brühl', 'Thibault de Montalembert', 'Devid Striesow', 'Andreas Döhler', 'Sebastian Hülk', 'Luc Feit', 'Michael Wittenborn', 'Michael Stange', 'Sascha Nathan', 'Tobias Langhoff', 'Anton von Lucke', 'Michael Pitthan', 'Joe Weintraub', 'Charles Morillon', 'Gabriel Dufay', 'Dan Brown', 'Philipp Schenker', 'Cyril Dobrý', 'Sebastian Jacques', 'Gregory Gudgeon', 'Cyril Čechák', 'Jakob Schmidt', 'Felix von Bredow', 'Martin Dostál', 'Marek Simbersky', 'Jakob Diehl', 'Friedrich Berger', 'Anthony Paliotti', 'Radek Brodil', 'Jonathan Henault', 'Nico Ehrenteit', 'Hendrik Heutmann', 'Daniel-Frantisek Kamen', 'Tomáš Čapek', 'Markus Tomczyk', 'Emil Rothermel', 'Wolf Danny Homann', 'Michal Závodský', 'Nicolas Prokop', 'Jacob Zacharias Eckstein', 'Adam Mensdorff', 'Peter Sikorski', 'Alžběta Malá', 'Andrea Zatloukalová', 'Thomas Zielinski', 'Tomáš Weber', 'Samuel Neduha', 'Martin Němec', 'Tomáš Merkl']",['Amusement Park Films'],https://letterboxd.com//film/all-quiet-on-the-western-front-2022/
Wendell & Wild,2022,Henry Selick,"['Animation', 'Fantasy', 'Comedy']",2.5,3.38,106,['USA'],English,['English'],119397,33182,36328,"['Lyric Ross', 'Keegan-Michael Key', 'Jordan Peele', 'Angela Bassett', 'James Hong', 'Sam Zelaya', 'Tamara Smart', 'Seema Virdi', 'Ramona Young', 'Ving Rhames', 'Michele Mariana', 'Natalie Martinez', 'Tantoo Cardinal', 'Igal Naor', 'Gary Gatewood', 'Gabrielle Dennis', 'David Harewood', 'Maxine Peake', 'Phoebe Lamont', 'Nick E. Tarabay', 'Joseph Tran', 'Carolyn Crawford', 'Serelle Strickland', 'Mandy Hutchings', 'Samantha Fawaz']","['Gotham Group', 'Monkeypaw Productions']",https://letterboxd.com//film/wendell-wild/
The Fabelmans,2022,Steven Spielberg,"['Comedy', 'Drama']",3.5,4.02,151,['USA'],English,['English'],450833,154799,165555,"['Gabriel LaBelle', 'Michelle Williams', 'Paul Dano', 'Seth Rogen', 'Judd Hirsch', 'David Lynch', 'Jeannie Berlin', 'Julia Butters', 'Keeley Karsten', 'Sam Rechner', 'Mateo Zoryan Francis-DeFord', 'Chloe East', 'Isabelle Kusman', 'Robin Bartlett', 'Oakes Fegley', 'Sophia Kopera', 'Birdie Borria', 'Alina Brace', 'Chandler Lovelle', 'Gustavo Escobar', 'Nicolas Cantu', 'Cooper Dodson', 'Gabriel Bateman', 'Stephen Matthew Smith', 'Lane Factor', 'James Urbaniak', 'Alex Quijano', 'Kalama Epstein', 'Connor Trinneer', 'Greg Grunberg', 'Jan Hoag', 'Carlos Javier Castillo', 'Ezra Buzzington', 'Paul Chepikian', 'Brinly Marum', 'Mason Bumba', 'Mary M. Flynn', 'Adriel Porter', 'Tia Nalls', 'Larkin Campbell', 'Harper Dustin', 'Crystal the Monkey', 'Art Bonilla', 'Meredith VanCuyk', 'Nicole Alicia Xavier', 'Vera Myers', 'Cody Mitchell', 'Caroline Anna-Kaye Green', 'Rob Shiells', 'Julyah Rose', 'April Elize', 'Jonathan Moorwood', 'Ari Davis', 'Jared Becker', 'Kendal Evans', 'Trang Vo', 'Alejandro Fuenzalida', 'Orion Hunter', 'Samantha Rose Gomez', 'Taylor Hall', 'Sarah Hamilton', 'Paige Locke', 'Marissa McBride', 'Malachi Mickelonis']","['Amblin Entertainment', 'Reliance Entertainment']",https://letterboxd.com//film/the-fabelmans/
The Menu,2022,Mark Mylod,"['Comedy', 'Thriller', 'Horror']",3.5,3.55,107,['USA'],English,"['English', 'Spanish']",1641785,187440,507547,"['Anya Taylor-Joy', 'Ralph Fiennes', 'Nicholas Hoult', 'Janet McTeer', 'Paul Adelstein', 'Rob Yang', 'Aimee Carrero', 'John Leguizamo', 'Arturo Castro', 'Reed Birney', 'Hong Chau', 'Judith Light', 'Mark St. Cyr', 'Rebecca Koon', 'Peter Grosz', 'Christina Brucato', 'Adam Aalderks', 'Jon Paul Allyn', 'Mel Fair', 'Cristian Gonzalez', 'Matthew Cornwell', 'John Wilkins III', 'John Cola', 'Michael A. Dean', 'Marcus Aveons Duncan', 'Alexander Goldstein', 'Grant Henley', 'Brandon Herron', 'Elbert Kim', 'Melisa Lopez', 'A. Jae Michele', 'Jay Shadix', 'Rachel Trautmann', 'Victor Zheng']","['Hyperobject Industries', 'Searchlight Pictures', 'Gary Sanchez Productions', 'TSG Entertainment']",https://letterboxd.com//film/the-menu-2022/
Glass Onion,2022,Rian Johnson,"['Comedy', 'Crime', 'Mystery']",3.5,3.5,140,['USA'],English,['English'],1677861,173727,493277,"['Daniel Craig', 'Edward Norton', 'Janelle Monáe', 'Kathryn Hahn', 'Leslie Odom Jr.', 'Kate Hudson', 'Dave Bautista', 'Jessica Henwick', 'Madelyn Cline', 'Noah Segan', 'Jackie Hoffman', 'Dallas Roberts', 'Stephen Sondheim', 'Angela Lansbury', 'Natasha Lyonne', 'Kareem Abdul-Jabbar', 'Serena Williams', 'Yo-Yo Ma', 'Jacek Czajka', 'Dan Chariton', 'Eddie Gorodetsky', 'Coco Shinomiya', 'Dilcia Barrera', 'Mark Newman', 'Adam Davenport', 'Lauren Ivy', ""Momčilo 'Momo' Pićurić"", 'N.J. Gentry', 'Ali Goksoy', 'James Payton', 'T. Florian Karnowski', 'Jake Tapper', 'Panagiotis Margetis', 'Adele Franck', 'Ethan Hawke', 'Hugh Grant', 'Joseph Gordon-Levitt']",['T-Street Productions'],https://letterboxd.com//film/glass-onion/
The Woman King,2022,Gina Prince-Bythewood,"['History', 'Action', 'Drama']",3,3.67,135,"['Canada', 'USA']",English,"['English', 'Portuguese']",151140,42708,45214,"['Viola Davis', 'Thuso Mbedu', 'Lashana Lynch', 'Sheila Atim', 'John Boyega', 'Jordan Bolger', 'Hero Fiennes Tiffin', 'Jimmy Odukoya', 'Masali Baduza', 'Jayme Lawson', 'Adrienne Warren', 'Chioma Antoinette Umeala', 'Siyamthanda Makakane', 'Shaina West', 'Sivuyile Ngesi', 'Riaan Visman', 'Seputla Sebogodi', 'Angélique Kidjo', 'Wanda Banda', 'Lethabo', 'Kekole Mathabathe', 'Daniel Hadebe', 'Kgomotso Moshia', 'Zozibini Tunzi', 'Makgotso M', 'Thando Dlomo', 'Zeaf Ejama', 'Julius Tennon', 'Pumla Ndlazi', 'Bonko Khoza', 'Sne Mbatha', 'Boitumelo Makgalemele', 'Bongo Mbutuma', 'Kwanda Tim Dlamini', 'Nhlanhla Mkhwanazi', 'Didi Ledwaba', 'Chumani Pan', 'Cebelihle Mbambo', 'Chris Ncekana', 'Tuks Tad Lungu', 'Yannick Brand', 'Nancy Sekhokoane', 'Joel Mukadi', 'Princess Elmore']","['TriStar Pictures', 'JuVee Productions', 'Entertainment One', 'Welle Entertainment', 'TSG Entertainment II']",https://letterboxd.com//film/the-woman-king/
Cars on the Road,2022,"Steve Purcell, Brian Fee","['Comedy', 'Animation', 'Family']",2.5,3.23,108,['USA'],English,['English'],2867,610,678,"['Owen Wilson', 'Larry the Cable Guy']","['Pixar', 'Disney Television Animation']",https://letterboxd.com//film/cars-on-the-road/
Blonde,2022,Andrew Dominik,['Drama'],4.5,2.04,167,['USA'],English,"['English', 'Italian']",229218,48113,20552,"['Ana de Armas', 'Adrien Brody', 'Bobby Cannavale', 'Sara Paxton', 'Lucy DeVito', 'Julianne Nicholson', 'Scoot McNairy', 'Xavier Samuel', 'Caspar Phillipson', 'Evan Williams', 'Rebecca Wisocky', 'Toby Huss', 'Catherine Dent', 'Haley Webb', 'Dan Butler', 'Tygh Runyan', 'David Warshofsky', 'Michael Masini', 'Chris Lemmon', 'Ned Bellamy', 'Sonny Valicenti', 'Tatum Shank', 'Andrew Thacher', 'Dominic Leeder', 'Skip Pipo', 'Ravil Isyanov', 'Tim Ransom', 'Rob Brownstein', 'Rob Nagle', 'Jeremy Shouldis', 'Ethan Cohn', 'Steve Bannos', 'Mike Ostroski', 'Christopher Kriesa', 'Eric Matheny', 'Scott Hislop', 'Dieterich Gray', 'Kiva Jump', 'Patrick Brennan', 'Chris Moss', 'Ryan Vincent', 'Vanessa Lemonides', 'Michael Drayer', 'Claudia Smith', 'Mary-Pat Green', 'Ron West', 'Flynn Pratt', 'Scott Wilder', 'Sal Landi', 'Seth Meriwether', 'Darrin M. Schlie', 'Julián Rebolledo', 'Allan Havey', 'Tereza Rizzardi', 'Mia McGovern Zaini', 'Garret Dillahunt', 'Lily Fisher', 'Eden Riegel']",['Plan B Entertainment'],https://letterboxd.com//film/blonde-2022/
The Whale,2022,Darren Aronofsky,['Drama'],3.5,3.65,117,['USA'],English,['English'],654561,124466,186216,"['Brendan Fraser', 'Sadie Sink', 'Ty Simpkins', 'Hong Chau', 'Samantha Morton', 'Sathya Sridharan', 'Jacey Sink', 'Alison Altman', 'Wilhelm Schalaudek', 'Lance Oppenheim']","['A24', 'Protozoa Pictures']",https://letterboxd.com//film/the-whale-2022/
Pearl,2022,Ti West,"['Thriller', 'Horror', 'Drama']",3,3.76,102,['USA'],English,"['English', 'German']",735713,179162,281842,"['Mia Goth', 'David Corenswet', 'Tandi Wright', 'Matthew Sunderland', 'Emma Jenkins-Purro', 'Alistair Sewell', 'Amelia Reid', 'Gabe McDonnell', 'Lauren Stewart', 'Todd Rippon', 'Grace Acheson']","['A24', 'Little Lamb Productions']",https://letterboxd.com//film/pearl-2022/
"Argentina, 1985",2022,Santiago Mitre,"['History', 'Drama']",4,3.92,141,"['Argentina', 'UK']",Spanish,['Spanish'],117907,31660,43000,"['Ricardo Darín', 'Peter Lanzani', 'Alejandra Flechner', 'Paula Ransenberg', 'Carlos Portaluppi', 'Antonia Bengoechea', 'Laura Paredes', 'Brian Sichel', 'Norman Briski', 'Héctor Díaz', 'Alejo Garcia Pintos', 'Claudio Da Passano', 'Gina Mastronicola', 'Francisco Bertín', 'Santiago Armas Estevarena', 'Gabriel Fernández', 'Ricardo Tuppel', 'Ignacio Francavilla', 'Pablo Moseinco', 'Pablo Caramelo', 'Mariano Speratti', 'Guillermo Jacubowicz', 'Martin Gallo', 'Fernando Ritucci', 'Pablo Burzstyn', 'Ricardo Cepeda', 'Héctor González', 'Carlos Del Río', 'Ruben Casela', 'Ricardo Carranza', 'Jorge Gerschman', 'Pietro Gian', 'Félix Santamaría', 'Toto Rovito', 'Walter Jakob', 'Manuel Caponi', 'Leyla Bechara', 'Susana Pampín', 'Marcelo Pozzi', 'Joselo Bella', 'Jorge Gregorio', 'Sergio Sánchez', 'Marcelo López', 'Jorge Luis Couto', 'Carlos Ihler', 'Héctor Balcone', 'Rosana Vezzoni', 'Anahí Martella', 'Agustín Gagliardi', 'José Luis Arias', 'Agustín Rittano', 'Ana Carolina García', 'Facundo Aquinos', 'Ricardo Truppel', 'Alejo Goyberg', 'Luis Lezcano', 'Jorge Varas', 'Almudena González', 'Gastón Chamorro', 'Marcela Acosta', 'Débora Nacarate', 'Augusto Ghirardelli', 'David Alegre', 'Carlos Ledrag', 'Rodrigo Rocco', 'Sofía Lanaro', 'Roberto Mauri', 'Andrés Zurita', 'Adolfo Norberto Losada', 'Javier Kussrow', 'Matías Broglia', 'Nacho Miguens', 'Gustavo Vieyra', 'Enrique Bogado', 'Aldo Onofri', 'Edward Green', 'Fiona Mastronicola', ""Guido D'Albo"", 'Julian Levi', 'Stephanie Petresky', 'Patricio Gonzalo', 'Judith König', 'Sergio Ciancaglini', 'Fabián Abecasis', 'Felipe Villanueva', 'Fernando Contingiani', 'Martín Portela', 'Fernando Gonet', 'Bárbara Massó', 'Juan Cruz Márquez de la Serna', 'Natalia Olabe', 'Silvina Scarpolini', 'Emilia Mayo', 'Pepe Arias', 'Lalo Rotaveria', 'Fito Yanelli', 'Adrián Mampel', 'Sol Braier', 'Carlota Rodríguez Echebarne', 'Andrea Varchavsky', 'Natalia Santiago', 'María Laura Cali', 'María Colloca', 'César Córdoba', 'Francisco Guglielmino', 'Justina Ovejero']","['La Unión de los Ríos', 'Kenya Films', 'Infinity Hill', 'Amazon Studios', 'Wanka Cine']",https://letterboxd.com//film/argentina-1985/
Women Talking,2022,Sarah Polley,['Drama'],2.5,3.77,104,['USA'],English,['English'],173059,66871,48420,"['Rooney Mara', 'Claire Foy', 'Jessie Buckley', 'Judith Ivey', 'Ben Whishaw', 'Sheila McCarthy', 'Kate Hallett', 'Michelle McLeod', 'Liv McNeil', 'August Winter', 'Frances McDormand', 'Emily Mitchell', 'Kira Guloien', 'Shayla Brown', 'Eli Ham', 'Lochlan Ray Miller', 'Vivien Endicott Douglas', 'Nathaniel McParland', 'Marcus Craig', 'Will Bowes', 'Emily Drake', 'Caroline Gillis', 'Shannon Widdis']","['Plan B Entertainment', 'Hear/Say Productions', 'Orion Pictures']",https://letterboxd.com//film/women-talking/
Athena,2022,Romain Gavras,"['Action', 'Thriller', 'Drama']",3.5,3.55,97,['France'],French,['French'],58986,13425,14064,"['Dali Benssalah', 'Anthony Bajon', 'Alexis Manenti', 'Ouassini Embarek', 'Sami Slimane', 'Radostina Rogliano', 'Karim Lasmi', 'Mehdi Abdelhakmi', 'Tarek Haddaji', 'Guy Donald Koukissa', 'Birane Ba', 'Sophie-Marie Larrouy']","['Iconoclast', 'Lyly Films']",https://letterboxd.com//film/athena-2022-1/
