Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
The Sun Shines Bright,1953,John Ford,"['Drama', 'Comedy']",nan,3.82,102,['USA'],English,"['English', 'German']",3295,3317,736,"['Charles Winninger', 'Arleen Whelan', 'John Russell', 'Stepin Fetchit', 'Russell Simpson', 'Ludwig Stössel', 'Francis Ford', 'Paul Hurst', 'Mitchell Lewis', 'Grant Withers', 'Milburn Stone', 'Dorothy Jordan', 'Elzie Emanuel', ""Henry O'Neill"", 'Slim Pickens', 'James Kirkwood', 'Ernest Whitman', 'Trevor Bardette', 'Eve March', 'Hal Baylor', 'Jane Darwell', 'Ken Williams', 'Clarence Muse', 'Mae Marsh', 'Wilbur Mack', 'Jack Perrin', 'Patrick Wayne', 'Chuck Hayward']","['Argosy Pictures', 'Republic Pictures']",https://letterboxd.com//film/the-sun-shines-bright/
The White Reindeer,1952,Erik Blomberg,"['Horror', 'Fantasy']",nan,3.54,68,['Finland'],Finnish,['Finnish'],6077,4846,1393,"['Mirjami Kuosmanen', 'Kalervo Nissilä', 'Åke Lindman', 'Jouni Tapiola', 'Arvo Lehesmaa', 'Tyyne Haarla', 'Kauko Laurikainen', 'Pentti Irjala', 'Evald Terho', 'Heimo Lepistö', 'Aulis Silvonen', 'Eljas Taina', 'Jarl Siekkinen', 'Matti Haapamäki', 'Tauno Rova', 'Inke Tarkas', 'Kaarlo Wilska', 'Edvin Kajanne', 'Osmo Osva', 'Aarne Tarkas']",['Junior-Filmi'],https://letterboxd.com//film/the-white-reindeer/
Amar Bhoopali,1952,Shantaram Rajaram Vankudre,"['Drama', 'Romance']",nan,nan,125,['India'],Marathi (Marāṭhī),['Marathi (Marāṭhī)'],14,114,2,"['Panditrao Nagarkar', 'Sandhya Shantaram', 'Lalita Pawar']",['Rajkamal Kalamandir'],https://letterboxd.com//film/amar-bhoopali/
An American in Paris,1951,Vincente Minnelli,"['Comedy', 'Romance', 'Music']",2,3.64,113,['USA'],English,"['English', 'French', 'German']",67402,37425,14330,"['Gene Kelly', 'Leslie Caron', 'Oscar Levant', 'Georges Guétary', 'Nina Foch', 'Robert Ames', 'Joan Anderson', 'Larry Arnold', 'Martha Bamattre', 'Charles Bastin', 'Joan Bayley', 'Rodney Bieber', 'Madge Blake', 'Ralph Blum', 'Nan Boardman', 'Dino Bolognese', 'Eugene Borden', 'Ann Brendon', 'Peter Camlin', 'Benny Carter', 'Sue Casey', 'Monique Chantal', 'Andre Charisse', 'Bill Chatham', 'Jack Chefe', 'Dick Cherney', 'Ann Codee', 'Louise Colombet', 'Allan Cook', 'Gino Corrado', 'Paul Cristo', 'Susan Cummings', ""Albert D'Arno"", 'Viola Daniels', 'George Davis', 'Paul De Corday', 'René de Loffre', 'Gloria Dea', 'George Dee', 'Jeannine Ducasse', 'Art Dupuis', 'John Eldredge', 'Carli Elinor', 'Marietta Elliott', 'George Ellsworth', 'Luigi Faccuito', 'Ernie Flatt', 'Bess Flowers', 'Clair Freeman', 'Mary Jane French', 'Captain Garcia', 'Jon Gardner', 'Mary Gleason', 'Shirley Glickman', 'Ricky Gonzales', 'Ricardo Gonzáles', 'Alex Goudovitch', 'Andre Guy', 'Claude Guy', 'Patricia Hall', 'Betty Hannon', 'Jack Harmon', 'Jean Harrison', 'Lars Hensen', 'Marian Horosko', 'Don Hulbert', 'Dickie Humphreys', 'Harvey Karels', 'David Kasday', 'Paul King', 'Stephen Kirchner', 'Isabel La Mal', 'Tommy Ladd', 'Jeanne Lafayette', 'Judy Landon', 'Richard Landry', 'Michele Lange', 'Numa Lapeyre', 'Louise Laureau', 'Louis Laurent', 'Janet Lavis', 'Meredith Leeds', 'Diki Lerner', 'Ruth Lewis', 'Shirley Lopez', 'Ralph Madlener', 'Bert Madrid', 'Dudley Field Malone', 'Bob Mascagno', 'Charles Mauu', 'Paul Maxey', 'Anthony Mazzola', 'Leonard A. Mazzola', 'Greg McClure', 'Svetlana McLe', 'Mary Menzies', 'Sheila Meyers', 'Charles Millsfield', 'Leo Mostovoy', 'Noel Neill', 'Anna Q. Nilsson', ""Allen O'Locklin"", 'Charles Owens', 'Alfred Paix', 'Jetsy Parker', 'Christian Pasques', 'Hamil Petroff', 'Lucien Plauzoles', 'Pierre Plauzoles', 'Albert Pollet', 'Waclaw Rekwart', 'Ricky Ricardi', 'Carol Risser', 'Marilyn Rogers', 'Jean Romaine', 'Alex Romero', 'Hayden Rorke', 'Dennis Ross', 'Albert Ruiz', 'Marilyn Russell', 'Betty Scott', 'Linda Scott', 'Rudolph Silva', 'Pat Simms', 'Mabel Smaney', 'Melba Snowden', 'John Stanley', 'Sam Strangis', 'Beverly Thompson', 'Peter Troiekouroff', 'Dee Turnell', 'Dorothy Tuttle', 'Maya Van Horn', 'Pat Volasko', 'Dorothy Ward', 'Ray Weamer', 'Pamela Wells', 'Dick Wessel', 'Herbert Winters', 'Mary Young', 'Lila Zali']",['Metro-Goldwyn-Mayer'],https://letterboxd.com//film/an-american-in-paris/
Mother in the Storm,1952,Kiyoshi Saeki,['Drama'],nan,nan,86,['Japan'],Japanese,['Japanese'],2,91,2,"['Yaeko Mizutani', 'Hatae Kishi', 'Kyōko Kagawa', 'Yōichi Numata', 'Yasumi Hara', 'Tadashi Minamikawa', 'Ryôhei Uchida', 'Tsuneo Katagiri', 'Michiyo Naoki', 'Suzuko Oshima']",['Toei Company'],https://letterboxd.com//film/mother-in-the-storm/
"Cry, the Beloved Country",1951,Zoltan Korda,['Drama'],nan,3.46,103,['UK'],English,['English'],702,767,111,"['Canada Lee', 'Charles Carson', 'Sidney Poitier', 'Joyce Carey', 'Geoffrey Keen', 'Vivien Clinton', 'Michael Goodliffe', 'Albertina Temba', 'Edric Connor', 'Lionel Ngakane', 'Charles McRae', 'Bruce Meredith Smith', 'Bruce Anderson', 'Ribbon Dhlamini', 'Daniel Adnewmah', 'John Arnatt', 'Henry Blumenthal', 'Cecil Cartwright', 'Max Dhlamini', 'Clement McCallin', 'Michael Golden', 'Berdine Grünewald', 'Tsepo Gugushe', 'Scott Harrold', 'Bari Jonson', 'Andrew Kay', 'Cyril Kwaza', 'Evelyn Nayati', 'Reginald Ngcobo', 'Emily Pooe', 'Shayiaw Riba', 'Stanley Van Beers']",['London Films Productions'],https://letterboxd.com//film/cry-the-beloved-country-1951/
Desires,1952,Rolf Hansen,['Drama'],nan,nan,97,[],English,"['English', 'German']",3,94,2,"['Heidemarie Hatheyer', 'O.W. Fischer', 'Sybil Werden', 'René Deltgen', 'Carl Wery', 'Hilde Körber', 'Iván Petrovich']",[],https://letterboxd.com//film/desires/
A Devil of a Woman,1951,Wolfgang Liebeneiner,['Drama'],nan,nan,99,['Austria'],German,['German'],2,87,1,"['Hilde Krahl', 'Kurt Heintel', 'Bruno Hübner', 'Franz Muxeneder']",[],https://letterboxd.com//film/a-devil-of-a-woman/
Detective Story,1951,William Wyler,"['Crime', 'Drama']",nan,3.82,103,['USA'],English,['English'],6135,4377,1311,"['Kirk Douglas', 'Eleanor Parker', 'William Bendix', ""Cathy O'Donnell"", 'George Macready', 'Horace McMahon', 'Gladys George', 'Joseph Wiseman', 'Lee Grant', 'Gerald Mohr', 'Frank Faylen', 'Craig Hill', 'Michael Strong', 'Luis van Rooten', 'Bert Freed', 'Warner Anderson', 'Grandon Rhodes', 'William Phillips', 'Russell Evans', 'Charles Campbell', 'Edmund Cobb', 'Ann Codee', 'Catherine Doucet', 'Pat Flaherty', 'Harper Goff', 'Howard Joslin', 'Donald Kerr', 'George Magrill', 'Mike Mahoney', 'James Maloney', 'Lee Miller', 'Ralph Montgomery', 'Burt Mustin', 'Jack Perry', 'Robert S. Scott', 'Jack Shea', 'Kay Wiley']",['Paramount'],https://letterboxd.com//film/detective-story/
Two Cents Worth of Hope,1952,Renato Castellani,"['Comedy', 'Romance']",nan,3.47,93,['Italy'],Italian,['Italian'],849,1796,111,"['Maria Fiore', 'Vincenzo Musolino', 'Filomena Russo', 'Luigi Astarita', 'Luigi Barone', 'Felicità Lettieri', 'Carmela Cirillo', 'Gina Mascetti', 'Tommaso Balzamo', 'Pasqualina Izza', 'Anna Raiola', 'Alfonso Del Sorbo', 'Luigi Cutino', 'Antonio Balzamo', 'Gioacchino Morrone']",['Universalcine'],https://letterboxd.com//film/two-cents-worth-of-hope/
Encore,1951,"Harold French, Pat Jackson","['Comedy', 'Drama']",nan,nan,89,['UK'],English,['English'],158,237,24,"['Glynis Johns', 'Nigel Patrick', 'Roland Culver', 'Alison Leggatt', 'Charles Victor', 'Peter Graves', 'Margaret Withers', 'Margaret Vyner', 'John Laurie', 'Noel Purcell', 'Ronald Squire', 'W. Somerset Maugham', 'Dorothy Bramhall', 'Patricia Raine', 'Campbell Cotts', 'Michael Trubshawe', 'Kay Walsh', 'Jacques François', 'John Horsley', 'Joan Harben', 'Brenda Hogan', 'Vincent Ball', 'Carol Wolveridge', 'John Warren', 'Terence Morgan', 'David Hutcheson', 'Charles Goldner', 'Mary Merrall', 'Martin Miller', 'Heather Thatcher', 'Guido Lorraine', 'Daphne Barker', 'Ferdy Mayne', 'Guy De Monceau', 'Irène Hilda', 'Muriel George', 'Reg Thomason', 'Robert Brooks Turner']",['Two Cities Films'],https://letterboxd.com//film/encore/
Fan-Fan the Tulip,1952,Christian-Jaque,"['Comedy', 'Romance', 'War', 'Adventure']",nan,3.48,102,"['France', 'Italy']",French,['French'],2051,2176,312,"['Gérard Philipe', 'Gina Lollobrigida', 'Marcel Herrand', 'Olivier Hussenot', 'Noël Roquevert', 'Geneviève Page', 'Sylvie Pelayo', 'Henri Rollan', 'Nerio Bernardi', 'Jean-Marc Tennberg', 'Lolita De Silva', 'Irene Young', 'Georgette Anys', 'Hennery', 'Lucien Callamand', 'Gil Delamare', 'Jackie Blanchot', 'Joé Davray', 'Gérard Buhr', 'Georges Demas', 'Jean Parédès', 'Jean Debucourt', 'Harry-Max', 'Guy Henry', 'Françoise Spira']","['Amato Produzione', 'Filmsonor', 'Les Films Ariane', 'Rizzoli Editore']",https://letterboxd.com//film/fan-fan-the-tulip/
The Tale of Genji,1951,Kōzaburō Yoshimura,['Drama'],nan,nan,124,['Japan'],Japanese,['Japanese'],166,339,34,"['Kazuo Hasegawa', 'Denjirō Ōkōchi', 'Michiyo Kogure', 'Mitsuko Mito', 'Machiko Kyō', 'Nobuko Otowa', 'Yūji Hori', 'Yumiko Hasegawa', 'Chieko Sōma', 'Yuriko Hanabusa', 'Chieko Higashiyama', 'Kōtarō Bandō', 'Ichirō Sugai', 'Eitarō Shindō', 'Osamu Takizawa', 'Daisuke Katō']",['Daiei Film'],https://letterboxd.com//film/the-tale-of-genji-1951/
Cops and Robbers,1951,"Mario Monicelli, Steno",['Comedy'],nan,3.71,105,['Italy'],Italian,['Italian'],1695,826,361,"['Totò', 'Aldo Fabrizi', 'Ave Ninchi', 'William Tubbs', 'Pina Piovani', 'Rossana Podestà', 'Ernesto Almirante', 'Pietro Carloni', 'Mario Castellani', 'Carlo Delle Piane', 'Aldo Giuffrè', 'Gino Leurini', 'Paolo Modugno', 'Aldo Alimonti', 'Riccardo Antolini', 'Ciro Berardi', 'Luciano Bonanni', 'Giulio Calì', 'Alida Cappellini', ""Rocco D'Assunta"", 'Armando Guarnieri', 'Ettore Jannetti', 'Gino Scotti']","['Lux Film', 'Golden Film', 'Ponti-De Laurentiis Cinematografica']",https://letterboxd.com//film/cops-and-robbers/
No Greater Love,1952,Harald Braun,['Drama'],nan,nan,113,['Germany'],German,['German'],8,98,3,"['Hilde Krahl', 'Dieter Borsche', 'Werner Hinz', 'Käthe Haack', 'Therese Giehse', 'Dorothea Wieck', 'Paul Bildt', 'Heinrich Gretler', 'Paul Henckels', 'Erich Ponto', 'Rolf Moebius', 'Hans Quest']",['Neue Deutsche Filmgesellschaft (NDF)'],https://letterboxd.com//film/no-greater-love-1952/
One Summer of Happiness,1951,Arne Mattsson,"['Drama', 'Romance']",nan,3.45,103,['Sweden'],Swedish,['Swedish'],545,690,59,"['Ulla Jacobsson', 'Edvin Adolphson', 'Irma Christenson', 'Folke Sundquist', 'John Elfström', 'Erik Hell', 'Sten Lindgren', 'Nils Hallberg', 'Sten Mattsson', 'Gunvor Pontén', 'Gösta Gustafson', 'Arne Källerud', 'Axel Högel', 'Olav Riégo', 'Carl-Gustaf Lindstedt', 'John Melin', 'Ingemar Holde', 'Kristina Adolphson', 'Berta Hall', 'Erich Conrad', 'Margaretha Löwler', 'Ulla-Bella Fridh', 'Gunilla Pontén', 'Birgitta Wetterhall', 'Gustaf ""Stålfarfar"" Håkansson', 'Jan Sandquist', 'Ejnar Haglund', 'Göran Jonsson']",['Nordisk Tonefilm'],https://letterboxd.com//film/one-summer-of-happiness/
Son of the Nile,1951,Youssef Chahine,['Drama'],nan,nan,105,['Egypt'],Arabic,['Arabic'],211,211,27,"['Shukry Sarhan', 'Yehia Chahine', 'Mahmoud El Meligy', 'Samiha Tawfiq', 'Faten Hamama', 'Ferdoos Mohamed', 'Omar El-Hariri', 'Reyaad ElQasabgy', 'Samira Ahmed', 'Khayria Ahmed', 'Nader Galal']",[],https://letterboxd.com//film/son-of-the-nile/
The Overcoat,1952,Alberto Lattuada,"['Comedy', 'Fantasy', 'Drama']",nan,3.56,103,['Italy'],Italian,['Italian'],394,432,84,"['Renato Rascel', 'Yvonne Sanson', 'Giulio Stival', 'Giulio Calì', 'Ettore Mattia', 'Olinto Cristina', 'Anna Carena', 'Sandro Somarè', 'Luigi Moneta', 'Silvio Bagolini', 'Dina Perbellini', 'Loris Gizzi', 'Mario Crippa', 'Alfredo Ragusa', 'Nino Marchetti', 'Mimo Billi', 'Riccardo Legioni', 'Gondrano Trucchi', 'Angela Bevilacqua', 'Paolo Reale', 'Giovanni Ranucci', 'Antonella Lualdi', 'Gianni Bonos', 'Luigi Bonos', 'Vittorio Bonos', 'Claudio Ermelli', 'Marco Tulli']","['Faro Film', 'Titanus']",https://letterboxd.com//film/the-overcoat/
The Absentee,1952,Julio Bracho,"['Mystery', 'Drama']",nan,nan,112,['Mexico'],Spanish,['Spanish'],55,165,15,"['Arturo de Córdova', 'Rosita Quintana', 'Andrea Palma', 'Ramón Gay', 'Mimí Derba', 'Carlos Riquelme', 'Angélica María', 'María Douglas', 'Manuel Sánchez Navarro', ""Enrique Díaz 'Indiano'""]","['International Films', 'Internacional Cinematográfica']",https://letterboxd.com//film/the-absentee-1952/
Shore of Love,1950,Henry Barakat,['Romance'],nan,nan,120,['Egypt'],Arabic,['Arabic'],113,81,8,"['Leila Mourad', 'Hussein Sedki', 'Tahiya Cariocca', 'Mimi Chakib', 'Stephan Rosti', 'Mohsen Sarhan', 'Salah Mansour']",[],https://letterboxd.com//film/shore-of-love/
Smuggler's Ball,1952,Henri Storck,"['Drama', 'Comedy']",nan,nan,90,"['Belgium', 'Germany']",French,"['French', 'Dutch']",20,96,4,"['Françoise Rosay', 'Jean-Pierre Kérien', 'Christiane Lénier', 'Daniel Ivernel', 'Yves Deniaud', 'Eva Ingeborg Scholz', 'Karl John', 'Käthe Haack', 'Kurt Großkurth', 'André Valmy', 'Arthur Devère', 'Raymond Pellegrin', 'Maryse Paillet', 'Charles Mahieu', 'Robert Lussac']","['EFilm', 'Tevefilm']",https://letterboxd.com//film/smugglers-ball/
María Morena,1952,"José María Forqué, Pedro Lazaga Sabater","['Music', 'Drama']",nan,nan,75,['Spain'],Spanish,['Spanish'],15,92,1,"['Paquita Rico', 'José María Mompín', 'Rafael Luis Calvo', 'Félix de Pomés', 'Alfonso Muñoz', 'Consuelo de Nieva', 'Purita Alonso', 'Julio Riscal', 'Francisco Rabal', 'Luis Induni', 'Carlos Ronda', 'Modesto Cid', 'Ana Rodríguez', 'José Marco']",['Ariel'],https://letterboxd.com//film/maria-morena/
The Waves,1952,Noboru Nakamura,nan,nan,nan,90,['Japan'],Japanese,['Japanese'],8,122,2,"['Shin Saburi', 'Chikage Awashima', 'Keiko Tsushima', 'Yōko Katsuragi', 'Chishū Ryū', 'Takeshi Sakamoto', 'Shizuka Murase', 'Akira Ishihama', 'Hanshiro Iwai']",['Shochiku'],https://letterboxd.com//film/the-waves-1952/
Dead City,1951,Frixos Iliadis,['Drama'],nan,nan,76,[],Greek (modern),['Greek (modern)'],21,112,2,"['Irene Papas', 'Nikos Tzogias', 'Eleni Zafeiriou', 'Giannis Argyris', 'Hristina Kalogerikou', 'George Foundas']",[],https://letterboxd.com//film/dead-city/
We Are All Murderers,1952,André Cayatte,"['Crime', 'Drama']",nan,nan,117,"['France', 'Italy']",French,"['French', 'Italian']",175,535,37,"['Marcel Mouloudji', 'Raymond Pellegrin', 'Antoine Balpêtré', 'Julien Verdier', 'Claude Laydu', 'Georges Poujouly', 'Jacqueline Pierreux', 'Lucien Nat', 'Louis Arbessier', 'René Blancard', 'Léonce Corne', 'Henri Crémieux', 'Jean Daurand', 'Yvonne de Bray', 'Guy Decomble', 'Monette Dinay', 'Yvette Etiévant', 'Juliette Faber', 'Paul Faivre', 'Anouk Ferjac', 'Paul Frankeur', 'Renée Gardès', 'Jérôme Goulven', 'Jean-Pierre Grenier', 'Elisabeth Hardy', 'François Joux', 'Alinda Kristensen', 'Benoîte Labb', 'Charles Lemontier', 'Roland Lesaffre', 'Liliane Maigné', 'Daniel Mendaille', 'Eliane Monceau', 'Jacques Morel', 'Jean-Paul Moulinot', 'Amedeo Nazzari', 'Line Noro', 'Marcel Pérès', 'André Reybaz', 'Alexandre Rignault', 'Yvonne Sanson', 'Louis Seigner', 'Solange Sicard', 'Sylvie', 'Georges Tabet', 'Jean-Marc Tennberg', 'André Valmy', 'François Vibert', 'Henri Vilbert', 'Edmond Ardisson', 'Doudou Babet', 'Frédéric Bard', 'Paul Barge', 'René Berthier', 'Charles Bouillaud']","['Jolly Film', 'Union Générale Cinématographique (UGC)', 'Labor Film']",https://letterboxd.com//film/we-are-all-murderers/
Emergency Landing,1952,Arne Skouen,"['Drama', 'Crime', 'War']",nan,nan,100,['Norway'],Norwegian,['Norwegian'],51,128,7,"['Henki Kolstad', 'Jack Kennedy', 'Randi Kolstad', 'Bjarne Andersen', 'Jens Bolling', 'Einar Vaage', 'Samuel Matlowsky', 'Lee Payant', 'John Robbins', 'Lee Zimmer', 'Chris Bugge', 'Joachim Holst-Jensen', 'Svein Byhring', 'Helge Essmar', 'Jack Fjeldstad', 'Turid Haaland', 'Olav Storm Iversen', 'Marit Klæbo', 'Bjørn Næss', 'Rolf Sand', 'Folkman Schaanning', 'Gisle Straume', 'Tom Tellefsen', 'Anne-Cath. Vestly', 'Ottar Wicklund']",['Norsk Film'],https://letterboxd.com//film/emergency-landing-1952/
Parsifal,1951,Daniel Mangrané,"['Romance', 'Fantasy', 'Drama']",nan,nan,95,['Spain'],Spanish,['Spanish'],23,139,4,"['Ludmilla Tchérina', 'Gustavo Rojo', 'Félix de Pomés', 'Jesús Varela', 'Ángel Jordán', 'Alfonso Estela', 'Carlo Tamberlani', 'José Bruguera', 'Carmen de Lirio']",['Selecciones Huguet'],https://letterboxd.com//film/parsifal-1951/
Pasó en mi barrio,1951,Mario Soffici,['Drama'],nan,nan,78,['Argentina'],Spanish,['Spanish'],20,98,6,"['Tita Merello', 'Mario Fortuna', 'Mirtha Torres', 'Daniel Tedeschi', 'Luis Medina Castro', 'Alberto de Mendoza', 'Benito Cibrián', 'Manolita Serra', 'Rodolfo Martincho', 'Sergio Renán', 'Paride Grandi', 'Vicente Thomas', 'Carlos Cotto', 'Hilda Rey', 'Domingo Mania']",['Artistas Argentinos Asociados'],https://letterboxd.com//film/paso-en-mi-barrio/
Mexican Bus Ride,1952,Luis Buñuel,"['Comedy', 'Drama']",nan,3.54,80,['Mexico'],Spanish,['Spanish'],1833,1563,411,"['Lilia Prado', 'Esteban Márquez', 'Luis Aceves Castañeda', 'Manuel Dondé', 'Roberto Cobo', 'Beatriz Ramos', 'Manuel Noriega', 'Roberto Meyer', 'Pedro Elviro', 'Leonor Gómez', 'Chel López', 'Paz Villegas', 'Carmelita González', 'Gilberto González', 'Enedina Díaz de León', 'Amparo Garrido', 'Isabel Herrera', 'Cecilia Leger', 'Jorge Martínez de Hoyos', 'José Muñoz', 'Diana Ochoa', 'Salvador Quiroz', 'Francisco Reiguera', 'Joaquín Roche', 'Isabel Vázquez', 'Polo Ramos', 'Salvador Terroba']",['Producciones Isla S.A.'],https://letterboxd.com//film/mexican-bus-ride/
Surcos,1951,José Antonio Nieves Conde,['Drama'],nan,3.61,99,['Spain'],Spanish,['Spanish'],1287,1012,227,"['Luis Peña', 'María Asquerino', 'Francisco Arenzana', 'Marisa de Leza', 'Ricardo Lucía', 'José Prada', 'Félix Dafauce', 'María Francés', 'Carmen Sánchez', 'Montserrat Carulla', 'Francisco Bernal', 'Casimiro Hurtado', 'José Guardiola', 'Marujita Díaz', 'Manuel de Juan', 'José María Martín', 'José Villasante', 'Félix Briones', 'Ramón Elías', 'José Sepúlveda', 'Pilar Sirvent', 'Juan Cazalilla', 'Pilar Ortega', 'Rosa Fúster']",['Atenea Films'],https://letterboxd.com//film/surcos/
The Medium,1951,Gian Carlo Menotti,"['Horror', 'Drama', 'Music']",nan,nan,84,"['Italy', 'USA']",English,['English'],122,673,15,"['Marie Powers', 'Belva Kibler', 'Beverly Dame', 'Donald Morgan', 'Anna Maria Alberghetti', 'Leo Coleman']",['Transfilm'],https://letterboxd.com//film/the-medium/
Othello,1951,Orson Welles,"['Romance', 'Drama']",nan,3.8,93,"['France', 'Italy', 'Morocco', 'USA']",English,['English'],18285,12449,4100,"['Orson Welles', 'Micheál Mac Liammóir', 'Robert Coote', 'Suzanne Cloutier', 'Hilton Edwards', 'Nicholas Bruce', 'Michael Laurence', 'Fay Compton', 'Doris Dowling', 'Joan Fontaine', 'Joseph Cotten', 'Robert Rietti', 'Gudrun Ure']","['Les Films Marceau', 'Mercury Productions']",https://letterboxd.com//film/othello-1951/
Tico-Tico no Fubá,1952,Adolfo Celi,"['Drama', 'History', 'Music']",nan,nan,109,['Brazil'],Portuguese,['Portuguese'],180,246,29,"['Anselmo Duarte', 'Tônia Carrero', 'Marisa Prado', 'Zbigniew Ziembinski', 'Renato Consorte', 'Marina Freire', 'Modesto de Souza']",['Companhia Cinematográfica Vera Cruz'],https://letterboxd.com//film/tico-tico-no-fuba/
Three Women,1952,André Michel,['Comedy'],nan,nan,104,['France'],French,['French'],13,110,3,"['Marcelle Arnold', 'Michel Bouquet', 'Betty Daussmond', 'Moune de Rivel', 'Agnès Delahaie', 'Luc Andrieux', 'Madeleine Barbulée', 'Claude Castaing', 'Georges Chamarat', 'Henri Coutet', 'Cécile Damien', 'Gérard Darrieu', 'Blanche Denège', 'Roland Dubillard', 'Jacques Duby', 'Jacqueline Duc', 'Catherine Erard', 'Jacques Fabbri', 'Bernard Farrel', 'Guy Favières', 'Florelle', 'Jacques François', 'René Lefèvre', 'Marcel Lupovici', 'Rodolphe Marcilly', 'Maryse Martin', 'Franck Maurice', 'Jean Mercure', 'Anne Moran', 'André Moreau', 'Marcel Mouloudji', 'Bernard Noël', 'Pierre Olaf', 'Jean Ozenne', 'Maryse Paillet', 'Palau', 'Raymond Pellegrin', 'Sarah Rafale', 'Max Rogerys', 'Jean-Pierre Serreau', 'Germaine Stainval', 'Rosy Varte', 'Julien Verdier', 'Serge Witta', 'Yvonne Yma']",['Silver Films'],https://letterboxd.com//film/three-women/
Umberto D.,1952,Vittorio De Sica,['Drama'],nan,4.22,91,['Italy'],Italian,['Italian'],45469,29472,13656,"['Carlo Battisti', 'Maria Pia Casilio', 'Lina Gennari', 'Elena Rea', 'Memmo Carotenuto', 'Ileana Simova', 'Alberto Albani Barbieri', 'Lamberto Maggiorani', 'De Silva', 'Pasquale Campagnola', 'Riccardo Ferri']","['Amato Film', 'Rizzoli Film', 'Produzioni De Sica']",https://letterboxd.com//film/umberto-d/
Under the Thousand Lanterns,1952,Erich Engel,['Crime'],nan,nan,94,['Germany'],German,['German'],14,116,1,"['Michel Auclair', 'Gisela Trowe', 'Hanna Rucker', 'Inge Meysel', 'René Deltgen', 'Carl-Heinz Schroth', 'Joseph Offenbach', 'Katharina Brauren', 'Willy Maertens', 'Günther Jerschke', 'Gerda-Maria Jürgens', 'Kurt Meister', 'Ernst Schröder', 'Carl Voscherau', 'Marga Maasberg', 'Tilla Hohmann', 'Benny de Weill', 'Susanne Feldmann', 'Margot Friedländer', 'Kurt Fuß', 'Alexander Hunzinger', 'Renée Lebas', 'E. Lissautzki', 'Liselotte Malkowsky']",[],https://letterboxd.com//film/under-the-thousand-lanterns/
Viva Zapata!,1952,Elia Kazan,"['History', 'Western']",nan,3.47,113,['USA'],English,"['English', 'German', 'Italian']",8385,5013,1290,"['Marlon Brando', 'Jean Peters', 'Anthony Quinn', 'Joseph Wiseman', 'Arnold Moss', 'Alan Reed', 'Margo', 'Harold Gordon', 'Lou Gilbert', 'Frank Silvera', 'Joseph Granby', 'Fay Roope', 'Frank De Kova', 'Florenz Ames', 'Richard Garrick', 'Mildred Dunnock', 'Jack Carr', 'Henry Silva', 'Abner Biberman']",['20th Century Fox'],https://letterboxd.com//film/viva-zapata/
A Place in the Sun,1951,George Stevens,"['Romance', 'Drama', 'Crime']",3.5,3.89,122,['USA'],English,['English'],26757,19945,6419,"['Montgomery Clift', 'Elizabeth Taylor', 'Shelley Winters', 'Anne Revere', 'Keefe Brasselle', 'Fred Clark', 'Raymond Burr', 'Herbert Heyes', 'Shepperd Strudwick', 'Frieda Inescort', 'Kathryn Givney', 'Walter Sande', 'Ted de Corsia', 'John Ridgely', 'Lois Chartrand', 'Paul Frees', 'Robert J. Anderson', 'Gertrude Astor', 'Frances Curry', 'Franklyn Farnum', 'Bess Flowers', 'Kathleen Freeman', 'Art Gilmore', 'Kenner G. Kemp', 'Mary Kent', 'Mike Mahoney', 'Hank Mann', 'Harold Miller', ""William H. O'Brien"", ""Frank O'Connor"", 'Kasey Rogers', 'Douglas Spencer', 'Larry Steers', 'Arthur Tovey', 'Dorothy Vernon', 'Josephine Whittell', 'Eric Wilton', 'Ian Wolfe', 'Frank Yaconelli', 'Ezelle Poule']","['Paramount', 'George Stevens Jr. Productions']",https://letterboxd.com//film/a-place-in-the-sun/
All About Eve,1950,Joseph L. Mankiewicz,['Drama'],4.5,4.33,139,['USA'],English,"['English', 'French']",127661,69225,40375,"['Bette Davis', 'Anne Baxter', 'George Sanders', 'Celeste Holm', 'Gary Merrill', 'Hugh Marlowe', 'Thelma Ritter', 'Gregory Ratoff', 'Marilyn Monroe', 'Barbara Bates', 'Walter Hampden', 'Randy Stuart', 'Craig Hill', 'Leland Harris', 'Barbara White', 'Eddie Fisher', 'William Pullen', 'Claude Stroud', 'Eugene Borden', 'Helen Mowery', 'Steven Geray', 'Gertrude Astor', 'Frank Baker', 'Ralph Brooks', 'Jack Chefe', 'Sayre Dearing', 'Jack Deery', 'Franklyn Farnum', 'Bess Flowers', 'Colin Kenny', 'Ethelreda Leopold', 'Carl M. Leviness', 'Leota Lorraine', 'William Marion', 'Thomas Martin', 'Mathew McCue', 'Harold Miller', ""William H. O'Brien"", 'Stanley Orr', 'Foster H. Phinney', 'Marion Pierce', 'Paul Power', 'Suzanne Ridgway', 'Ann Robinson', 'Cosmo Sardo', 'Larry Steers', 'Robert Whitney']",['20th Century Fox'],https://letterboxd.com//film/all-about-eve/
